Id,Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
155,0 BLOCK OF S PORTER ST,23-918000,Property,South Portland,31-07-2023,1400,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.50149173,-122.6770594,7643981,676451,31-07-2023,1
156,9300 BLOCK OF SW 12TH DR,23-918002,Property,Marshall Park,31-07-2023,1500,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.45733657,-122.6910837,7639950,660455,31-07-2023,1
157,0 BLOCK OF NE 2ND AVE,23-917950,Property,Kerns,31-07-2023,100,Vandalism,Vandalism,45.52331249,-122.6636808,7647623,684312,31-07-2023,1
158,UNKNOWN ADDRESS,23-200587,Property,,31-07-2023,1400,Fraud Offenses,Identity Theft,,,,,31-07-2023,1
159,6000 BLOCK OF SE FLAVEL ST,23-200193,Property,Brentwood-Darlington,31-07-2023,419,Burglary,Burglary,45.46858663,-122.601528,7663028,663945,31-07-2023,1
160,0 BLOCK OF SE 20TH AVE,23-917904,Property,Buckman East,31-07-2023,614,Larceny Offenses,Shoplifting,45.52252463,-122.6455601,7652258,683901,31-07-2023,1
161,11100 BLOCK OF SE DIVISION ST,23-200179,Property,Powellhurst-Gilbert,31-07-2023,444,Larceny Offenses,Shoplifting,45.50412235,-122.5486638,7676914,676549,31-07-2023,1
162,1100 BLOCK OF W BURNSIDE ST,23-200231,Property,Downtown,31-07-2023,715,Burglary,Burglary,45.52291301,-122.6826269,7642765,684297,31-07-2023,1
163,12400 BLOCK OF NW MILLFORD ST,23-917958,Property,,31-07-2023,1330,Fraud Offenses,Identity Theft,45.54933478,-122.8046366,7611781,694795,31-07-2023,1
164,,23-X5863214,Person,Sumner,31-07-2023,2302,Assault Offenses,Simple Assault,,,,,31-07-2023,1
165,SW 10TH AVE / SW YAMHILL ST,23-917931,Property,Downtown,31-07-2023,831,Larceny Offenses,Theft From Motor Vehicle,45.51933557,-122.682466,7642771,682992,31-07-2023,1
166,2200 BLOCK OF SE 148TH AVE,23-917906,Property,Centennial,31-07-2023,615,Vandalism,Vandalism,45.50708921,-122.510716,7686667,677386,31-07-2023,1
167,,23-X5864726,Property,Richmond,31-07-2023,1305,Larceny Offenses,All Other Larceny,,,,,31-07-2023,1
168,12300 BLOCK OF NE GLISAN ST,23-918028,Property,Hazelwood,31-07-2023,1151,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.52635494,-122.5362303,7680305,684572,31-07-2023,1
169,,23-X5863141,Property,Humboldt,31-07-2023,1356,Larceny Offenses,Theft From Building,,,,,31-07-2023,1
170,,23-X5863141,Person,Humboldt,31-07-2023,1356,Assault Offenses,Simple Assault,,,,,31-07-2023,1
171,NE MARTIN LUTHER KING JR BLVD / NE HOLLAND ST,23-200627,Property,Woodlawn,31-07-2023,1300,Motor Vehicle Theft,Motor Vehicle Theft,45.5758036,-122.6613543,7648731,703428,31-07-2023,1
172,6100 BLOCK OF SW 32ND AVE,23-917895,Property,Hayhurst,30-07-2023,2200,Vandalism,Vandalism,45.4793276,-122.7095487,7635433,668599,30-07-2023,1
173,1100 BLOCK OF SW VERMONT ST,23-917890,Property,Hillsdale,30-07-2023,1500,Larceny Offenses,All Other Larceny,45.47607283,-122.6915487,7640016,667287,30-07-2023,1
174,600 BLOCK OF NE COOK ST,23-199714,Property,Eliot,30-07-2023,2000,Larceny Offenses,Theft From Motor Vehicle,45.54720603,-122.6590587,7649040,692989,30-07-2023,1
175,6100 BLOCK OF SW 32ND AVE,23-918091,Property,Hayhurst,30-07-2023,2200,Vandalism,Vandalism,45.4793276,-122.7095487,7635433,668599,30-07-2023,1
176,600 BLOCK OF NE COOK ST,23-199714,Property,Eliot,30-07-2023,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.54720603,-122.6590587,7649040,692989,30-07-2023,1
177,1100 BLOCK OF SW VERMONT ST,23-917882,Property,Hillsdale,30-07-2023,1530,Larceny Offenses,All Other Larceny,45.47607283,-122.6915487,7640016,667287,30-07-2023,1
178,NE 60TH AVE / NE OREGON ST,23-918090,Property,North Tabor,30-07-2023,1800,Larceny Offenses,All Other Larceny,45.52831322,-122.60224,7663412,685719,30-07-2023,1
179,11900 BLOCK OF NE SANDY BLVD,23-199653,Property,Parkrose,30-07-2023,1309,Vandalism,Vandalism,45.55736201,-122.5394987,7679753,695895,30-07-2023,1
180,6100 BLOCK OF NE GLISAN ST,23-199642,Person,North Tabor,30-07-2023,1250,Assault Offenses,Simple Assault,45.52653075,-122.6002418,7663907,685056,30-07-2023,1
181,11900 BLOCK OF SE ALDER ST,23-199571,Property,Mill Park,30-07-2023,1105,Vandalism,Vandalism,45.51754023,-122.5402343,7679198,681385,30-07-2023,1
182,1500 BLOCK OF NW MARSHALL ST,23-917879,Property,Pearl,30-07-2023,2120,Vandalism,Vandalism,45.53067796,-122.6866496,7641811,687155,30-07-2023,1
183,N TILLAMOOK ST / N KERBY AVE,23-917835,Property,Eliot,30-07-2023,2300,Fraud Offenses,Credit Card/ATM Fraud,45.53778667,-122.6717519,7645697,689643,30-07-2023,1
184,600 BLOCK OF NW 10TH AVE,23-917829,Property,Pearl,30-07-2023,1309,Larceny Offenses,Shoplifting,45.52760963,-122.681211,7643174,685999,30-07-2023,1
185,9300 BLOCK OF SE SUN CREST DR,23-199746,Property,,30-07-2023,1800,Vandalism,Vandalism,45.45974392,-122.5664678,7671937,660490,30-07-2023,1
186,600 BLOCK OF NW 10TH AVE,23-917828,Property,Pearl,30-07-2023,1204,Larceny Offenses,Shoplifting,45.52760963,-122.681211,7643174,685999,30-07-2023,1
187,1100 BLOCK OF SE 49TH AVE,23-199533,Property,Sunnyside,30-07-2023,500,Motor Vehicle Theft,Motor Vehicle Theft,45.51506307,-122.6124813,7660662,680958,30-07-2023,1
188,600 BLOCK OF NW 10TH AVE,23-199323,Property,Pearl,30-07-2023,23,Burglary,Burglary,45.52760963,-122.681211,7643174,685999,30-07-2023,1
189,11500 BLOCK OF SE DIVISION ST,23-917768,Property,Powellhurst-Gilbert,30-07-2023,1610,Fraud Offenses,Credit Card/ATM Fraud,45.50408535,-122.5448895,7677881,676511,30-07-2023,1
190,11900 BLOCK OF SE ALDER ST,23-199571,Person,Mill Park,30-07-2023,1105,Assault Offenses,Simple Assault,45.51754023,-122.5402343,7679198,681385,30-07-2023,1
191,5800 BLOCK OF NE CENTER COMMONS WAY,23-199736,Person,North Tabor,30-07-2023,1540,Assault Offenses,Simple Assault,45.5277685,-122.6030707,7663194,685526,30-07-2023,1
192,3200 BLOCK OF NE BRYCE ST,23-917865,Property,Alameda,30-07-2023,1625,Larceny Offenses,Theft From Motor Vehicle,45.55022152,-122.6312568,7656189,693899,30-07-2023,1
193,3400 BLOCK OF N WILLIAMS AVE,23-917887,Property,Eliot,30-07-2023,1920,Larceny Offenses,Shoplifting,45.54786011,-122.6667292,7647082,693280,30-07-2023,1
194,NW 9TH AVE / NW NAITO PKWY,23-200044,Society,Pearl,30-07-2023,2312,Prostitution Offenses,Assisting or Promoting Prostitution,45.53283929,-122.6797528,7643599,687895,30-07-2023,1
195,7200 BLOCK OF S MACADAM AVE,23-917777,Property,South Portland,30-07-2023,1151,Larceny Offenses,Shoplifting,45.47239209,-122.6715536,7645107,665807,30-07-2023,1
196,700 BLOCK OF SE 106TH AVE,23-199487,Property,Mill Park,30-07-2023,636,Motor Vehicle Theft,Motor Vehicle Theft,45.51739933,-122.5539937,7675671,681423,30-07-2023,1
197,1400 BLOCK OF NW JOHNSON ST,23-917872,Property,Pearl,30-07-2023,1747,Larceny Offenses,Shoplifting,45.52864322,-122.6858725,7641990,686408,30-07-2023,1
198,5800 BLOCK OF SE DIVISION ST,23-199562,Property,South Tabor,30-07-2023,1003,Vandalism,Vandalism,45.50530853,-122.6034135,7662893,677342,30-07-2023,1
199,NW 13TH AVE / NW GLISAN ST,23-917765,Property,Pearl,30-07-2023,2330,Larceny Offenses,Theft From Motor Vehicle,45.52648681,-122.6842788,7642377,685611,30-07-2023,1
200,700 BLOCK OF SW 10TH AVE,23-917720,Property,Downtown,30-07-2023,2315,Larceny Offenses,Theft From Motor Vehicle,45.51965842,-122.6822247,7642836,683108,30-07-2023,1
201,1400 BLOCK OF NW 14TH AVE,23-199519,Property,Pearl,30-07-2023,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.53323848,-122.6856044,7642104,688081,30-07-2023,1
202,900 BLOCK OF NE MASON ST,23-199459,Property,King,30-07-2023,513,Motor Vehicle Theft,Motor Vehicle Theft,45.55333491,-122.656156,7649843,695203,30-07-2023,1
203,9300 BLOCK OF NE CASCADES PKWY,23-917764,Property,,30-07-2023,1600,Larceny Offenses,Theft From Motor Vehicle,45.57630901,-122.5665341,7673007,702977,30-07-2023,1
204,NW 9TH AVE / NW NAITO PKWY,23-200044,Person,Pearl,30-07-2023,2312,Assault Offenses,Aggravated Assault,45.53283929,-122.6797528,7643599,687895,30-07-2023,1
205,3400 BLOCK OF N WILLIAMS AVE,23-917881,Property,Eliot,30-07-2023,1830,Larceny Offenses,Shoplifting,45.54786011,-122.6667292,7647082,693280,30-07-2023,1
206,UNKNOWN ADDRESS,23-198844,Society,,30-07-2023,1500,Drug/Narcotic Offenses,Drug/Narcotic Violations,,,,,30-07-2023,1
207,3300 BLOCK OF NE CADET AVE,23-200071,Property,Madison South,30-07-2023,2359,Arson,Arson,45.54658402,-122.5689034,7672123,692158,30-07-2023,1
208,3300 BLOCK OF NE 144TH AVE,23-199797,Property,Argay,30-07-2023,1726,Vandalism,Vandalism,45.5473965,-122.5145063,7686062,692102,30-07-2023,1
209,800 BLOCK OF SE TAYLOR ST,23-199635,Property,Buckman West,30-07-2023,1247,Vandalism,Vandalism,45.51511538,-122.6572102,7649201,681280,30-07-2023,1
210,800 BLOCK OF SW 4TH AVE,23-199557,Property,Downtown,30-07-2023,800,Larceny Offenses,Theft From Motor Vehicle,45.51750687,-122.677045,7644142,682288,30-07-2023,1
211,800 BLOCK OF SW 4TH AVE,23-199557,Property,Downtown,30-07-2023,800,Vandalism,Vandalism,45.51750687,-122.677045,7644142,682288,30-07-2023,1
212,11100 BLOCK OF NE HALSEY ST,23-917866,Property,Parkrose Heights,30-07-2023,1842,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.53351193,-122.5478623,7677391,687256,30-07-2023,1
213,11100 BLOCK OF SE DIVISION ST,23-199728,Property,Powellhurst-Gilbert,30-07-2023,1520,Larceny Offenses,Shoplifting,45.50412235,-122.5486638,7676914,676549,30-07-2023,1
214,N BALTIMORE AVE / N LOMBARD ST,23-199402,Society,St Johns,30-07-2023,302,Weapon Law Violations,Weapons Law Violations,45.5911294,-122.7558209,7624707,709675,30-07-2023,1
215,700 BLOCK OF N WEBSTER ST,23-199531,Property,Humboldt,30-07-2023,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.55968131,-122.674492,7645210,697642,30-07-2023,1
216,1400 BLOCK OF SE 148TH AVE,23-199710,Property,Centennial,30-07-2023,700,Larceny Offenses,Theft From Building,45.5126107,-122.5107866,7686699,679399,30-07-2023,1
217,600 BLOCK OF SW KINGSTON AVE,23-917896,Property,Arlington Heights,30-07-2023,1300,Larceny Offenses,Theft From Motor Vehicle,45.51913614,-122.7068397,7636524,683089,30-07-2023,1
218,10600 BLOCK OF NE HALSEY ST,23-917840,Property,Hazelwood,30-07-2023,1600,Larceny Offenses,Shoplifting,45.53346583,-122.5530604,7676059,687273,30-07-2023,1
219,3400 BLOCK OF N WILLIAMS AVE,23-917877,Property,Eliot,30-07-2023,1725,Larceny Offenses,Shoplifting,45.54786011,-122.6667292,7647082,693280,30-07-2023,1
220,3400 BLOCK OF N WILLIAMS AVE,23-917875,Property,Eliot,30-07-2023,1704,Larceny Offenses,Shoplifting,45.54786011,-122.6667292,7647082,693280,30-07-2023,1
221,N HAIGHT AVE / N SHAVER ST,23-917797,Property,Boise,30-07-2023,600,Vandalism,Vandalism,45.55205156,-122.6701188,7646255,694831,30-07-2023,1
222,6200 BLOCK OF SE 97TH AVE,23-199747,Property,Lents,30-07-2023,1553,Motor Vehicle Theft,Motor Vehicle Theft,45.47752337,-122.5635226,7672858,666951,30-07-2023,1
223,900 BLOCK OF SE HAWTHORNE BLVD,23-199554,Property,Buckman West,30-07-2023,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.51226425,-122.6562122,7649429,680234,30-07-2023,1
224,10500 BLOCK OF NE PRESCOTT ST,23-199498,Property,Parkrose,30-07-2023,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.55543098,-122.5536559,7676110,695283,30-07-2023,1
225,SW OAK ST / SW 9TH AVE,23-917878,Property,Downtown,30-07-2023,2120,Vandalism,Vandalism,45.5225198,-122.6800709,7643416,684136,30-07-2023,1
226,1300 BLOCK OF NE 49TH AVE,23-199854,Property,Rose City Park,30-07-2023,1838,Burglary,Burglary,45.53246878,-122.6126176,7660793,687303,30-07-2023,1
227,2800 BLOCK OF SE DIVISION ST,23-917876,Property,Hosford-Abernethy,30-07-2023,2100,Larceny Offenses,Theft From Building,45.50475693,-122.6361292,7654503,677361,30-07-2023,1
228,600 BLOCK OF SE 148TH AVE,23-199506,Property,Centennial,30-07-2023,753,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.51796013,-122.510656,7686781,681348,30-07-2023,1
229,900 BLOCK OF SE 12TH AVE,23-917857,Property,Buckman West,30-07-2023,0,Vandalism,Vandalism,45.51613297,-122.653717,7650106,681627,30-07-2023,1
230,6400 BLOCK OF N INTERSTATE AVE,23-917870,Property,Arbor Lodge,30-07-2023,1601,Larceny Offenses,Shoplifting,45.5695264,-122.681975,7643391,701282,30-07-2023,1
231,6400 BLOCK OF N INTERSTATE AVE,23-917834,Property,Arbor Lodge,30-07-2023,2200,Larceny Offenses,Shoplifting,45.5695264,-122.681975,7643391,701282,30-07-2023,1
232,16900 BLOCK OF SE DIVISION ST,23-917845,Property,Centennial,30-07-2023,2300,Burglary,Burglary,45.5046268,-122.4890527,7692197,676351,30-07-2023,1
233,600 BLOCK OF SW 2ND AVE,23-917886,Property,Downtown,30-07-2023,1700,Larceny Offenses,Theft From Motor Vehicle,45.51833832,-122.6744308,7644820,682573,30-07-2023,1
234,NE JESSUP ST / NE 34TH AVE,23-917842,Property,Concordia,30-07-2023,1230,Larceny Offenses,Theft From Motor Vehicle,45.5638844,-122.6296413,7656734,698868,30-07-2023,1
235,NW EVERETT ST / NW 14TH AVE,23-917837,Property,Pearl,30-07-2023,1400,Larceny Offenses,Theft From Motor Vehicle,45.5250363,-122.6852418,7642116,685089,30-07-2023,1
236,9400 BLOCK OF NE CASCADES PKWY,23-199535,Property,,30-07-2023,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.57590383,-122.5657224,7673211,702824,30-07-2023,1
237,600 BLOCK OF SW 3RD AVE,23-917719,Property,Downtown,30-07-2023,1915,Larceny Offenses,Theft From Motor Vehicle,45.51860233,-122.6754127,7644571,682676,30-07-2023,1
238,800 BLOCK OF SW 3RD AVE,23-917883,Property,Downtown,30-07-2023,1945,Larceny Offenses,Theft From Motor Vehicle,45.51723538,-122.6760238,7644401,682182,30-07-2023,1
239,1200 BLOCK OF E BURNSIDE ST,23-917869,Property,Buckman East,30-07-2023,800,Larceny Offenses,All Other Larceny,45.52286454,-122.6529107,7650378,684075,30-07-2023,1
240,0 BLOCK OF NE HOLLADAY ST,23-199804,Person,Lloyd,30-07-2023,1744,Assault Offenses,Aggravated Assault,45.5301312,-122.6652445,7647289,686808,30-07-2023,1
241,SW 5TH AVE / SW YAMHILL ST,23-199744,Person,Downtown,30-07-2023,1602,Assault Offenses,Aggravated Assault,45.51813453,-122.6779472,7643917,682523,30-07-2023,1
242,,23-X5861332,Property,Goose Hollow,30-07-2023,2236,Vandalism,Vandalism,,,,,30-07-2023,1
243,SW 5TH AVE / SW YAMHILL ST,23-199744,Person,Downtown,30-07-2023,1602,Assault Offenses,Simple Assault,45.51813453,-122.6779472,7643917,682523,30-07-2023,1
244,13200 BLOCK OF SE STARK ST,23-200001,Property,Hazelwood,30-07-2023,2213,Arson,Arson,45.51913049,-122.5268038,7682654,681878,30-07-2023,1
245,10200 BLOCK OF NE CASCADES PKWY,23-917841,Property,,30-07-2023,1334,Larceny Offenses,Shoplifting,45.57239912,-122.5567585,7675473,701488,30-07-2023,1
246,5800 BLOCK OF N INTERSTATE AVE,23-917858,Property,Overlook,30-07-2023,2350,Vandalism,Vandalism,45.56515208,-122.6820255,7643335,699688,30-07-2023,1
247,SE POWELL BLVD / SE 89TH AVE,23-199780,Society,Powellhurst-Gilbert,30-07-2023,1732,Weapon Law Violations,Weapons Law Violations,45.49740181,-122.5718443,7670910,674251,30-07-2023,1
248,,23-X5860981,Property,Bridlemile,30-07-2023,2114,Burglary,Burglary,,,,,30-07-2023,1
249,,23-X5860944,Person,St Johns,30-07-2023,500,Assault Offenses,Simple Assault,,,,,30-07-2023,1
250,,23-X5860941,Person,Montavilla,30-07-2023,108,Assault Offenses,Simple Assault,,,,,30-07-2023,2
251,200 BLOCK OF NE MARTIN LUTHER KING JR BLVD,23-917885,Property,Kerns,30-07-2023,1935,Larceny Offenses,Theft From Motor Vehicle,45.52462675,-122.6617832,7648122,684778,30-07-2023,1
252,,23-X5861909,Person,Powellhurst-Gilbert,30-07-2023,2124,Assault Offenses,Simple Assault,,,,,30-07-2023,1
253,SE CLAY ST / SE 49TH AVE,23-917891,Property,Richmond,30-07-2023,2330,Vandalism,Vandalism,45.51129684,-122.6122905,7660675,679584,30-07-2023,1
254,100 BLOCK OF W BURNSIDE ST,23-199518,Person,Old Town/Chinatown,30-07-2023,831,Assault Offenses,Aggravated Assault,45.52316937,-122.6718485,7645529,684316,30-07-2023,1
255,3700 BLOCK OF S KELLY AVE,23-917766,Property,South Portland,30-07-2023,940,Larceny Offenses,Theft From Motor Vehicle,45.49613351,-122.6748761,7644488,674483,30-07-2023,1
256,SE STARK ST / SE 113TH AVE,23-199559,Property,Hazelwood,30-07-2023,930,Vandalism,Vandalism,45.51897902,-122.5469557,7677489,681953,30-07-2023,1
257,3900 BLOCK OF N WILLIAMS AVE,23-917763,Property,Boise,30-07-2023,830,Larceny Offenses,Theft From Motor Vehicle,45.55142528,-122.6666662,7647133,694579,30-07-2023,1
258,4000 BLOCK OF SE 82ND AVE,23-199457,Property,Lents,30-07-2023,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.49309659,-122.5787051,7669111,672727,30-07-2023,1
259,8200 BLOCK OF N DENVER AVE,23-199585,Property,Kenton,30-07-2023,1053,Larceny Offenses,Shoplifting,45.58274915,-122.6868246,7642280,706135,30-07-2023,1
260,200 BLOCK OF NW UPTOWN TER,23-917861,Property,Hillside,30-07-2023,1145,Vandalism,Vandalism,45.52431747,-122.7029153,7637581,684950,30-07-2023,1
261,2400 BLOCK OF SE 51ST AVE,23-199913,Property,Richmond,30-07-2023,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.50507686,-122.6100614,7661187,677302,30-07-2023,1
262,2100 BLOCK OF NW RALEIGH ST,23-917796,Property,Northwest,30-07-2023,1046,Larceny Offenses,Shoplifting,45.5340772,-122.6957244,7639520,688457,30-07-2023,1
263,W BURNSIDE ST / NW 9TH AVE,23-918092,Property,Pearl,30-07-2023,1200,Larceny Offenses,Theft From Motor Vehicle,45.52299952,-122.6800932,7643415,684311,30-07-2023,1
264,200 BLOCK OF SE 103RD AVE,23-199504,Property,Hazelwood,30-07-2023,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.52070969,-122.5569703,7674939,682649,30-07-2023,1
265,,23-X5861329,Person,Wilkes,30-07-2023,1850,Assault Offenses,Simple Assault,,,,,30-07-2023,2
266,2400 BLOCK OF SE 135TH AVE,23-199446,Person,Hazelwood,30-07-2023,423,Assault Offenses,Intimidation,45.50446574,-122.5248096,7683031,676520,30-07-2023,1
267,,23-X5861255,Person,Parkrose,30-07-2023,1349,Assault Offenses,Simple Assault,,,,,30-07-2023,2
268,,23-X5861156,Property,Brentwood-Darlington,30-07-2023,400,Vandalism,Vandalism,,,,,30-07-2023,1
269,2400 BLOCK OF SE 135TH AVE,23-199446,Society,Hazelwood,30-07-2023,423,Weapon Law Violations,Weapons Law Violations,45.50446574,-122.5248096,7683031,676520,30-07-2023,1
270,2100 BLOCK OF NW RALEIGH ST,23-917862,Property,Northwest,30-07-2023,2048,Larceny Offenses,Shoplifting,45.5340772,-122.6957244,7639520,688457,30-07-2023,1
271,6800 BLOCK OF N LOMBARD ST,23-199640,Person,St Johns,30-07-2023,1248,Assault Offenses,Intimidation,45.58677874,-122.7379386,7629239,707962,30-07-2023,1
272,200 BLOCK OF SW BROADWAY,23-199532,Property,Downtown,30-07-2023,909,Larceny Offenses,All Other Larceny,45.52234382,-122.6780658,7643928,684058,30-07-2023,1
273,2400 BLOCK OF SE 45TH AVE,23-917853,Property,Richmond,30-07-2023,200,Motor Vehicle Theft,Motor Vehicle Theft,45.50499672,-122.6162077,7659611,677314,30-07-2023,1
274,,23-X5861156,Person,Brentwood-Darlington,30-07-2023,400,Assault Offenses,Aggravated Assault,,,,,30-07-2023,1
275,4800 BLOCK OF SE DIVISION ST,23-917856,Property,Richmond,30-07-2023,1303,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.50534218,-122.6124943,7660566,677415,30-07-2023,1
276,7800 BLOCK OF SW CAPITOL HWY,23-199399,Property,Multnomah,30-07-2023,232,Burglary,Burglary,45.46771431,-122.7144822,7634052,664401,30-07-2023,1
277,,23-X5861134,Person,Powellhurst-Gilbert,30-07-2023,501,Assault Offenses,Simple Assault,,,,,30-07-2023,1
278,,23-X5861127,Person,East Columbia,30-07-2023,307,Assault Offenses,Simple Assault,,,,,30-07-2023,1
279,7100 BLOCK OF SE 86TH AVE,23-199511,Property,Lents,30-07-2023,2200,Vandalism,Vandalism,45.47127047,-122.574951,7669869,664747,30-07-2023,1
280,100 BLOCK OF NW 2ND AVE,23-199582,Person,Old Town/Chinatown,30-07-2023,1046,Assault Offenses,Simple Assault,45.52420571,-122.6724697,7645380,684698,30-07-2023,1
281,300 BLOCK OF SW PARK AVE,23-917859,Property,Downtown,30-07-2023,1010,Larceny Offenses,Theft From Building,45.52195122,-122.6793817,7643587,683924,30-07-2023,1
282,9100 BLOCK OF N FISKE AVE,23-199568,Property,Portsmouth,30-07-2023,545,Larceny Offenses,Theft From Motor Vehicle,45.58891931,-122.7169408,7634634,708594,30-07-2023,1
283,SW 11TH AVE / SW MARKET ST,23-199824,Property,Downtown,30-07-2023,1800,Vandalism,Vandalism,45.51428698,-122.6863736,7641720,681179,30-07-2023,1
284,7400 BLOCK OF N HURON AVE,23-917893,Property,University Park,30-07-2023,1815,Vandalism,Vandalism,45.57859204,-122.7162363,7634711,704825,30-07-2023,1
285,0 BLOCK OF SE MARTIN LUTHER KING JR BLVD,23-917863,Property,Buckman West,30-07-2023,1601,Vandalism,Vandalism,45.5225791,-122.6618301,7648090,684032,30-07-2023,1
286,400 BLOCK OF SW MORRISON ST,23-917774,Property,Downtown,30-07-2023,1810,Larceny Offenses,Shoplifting,45.51870587,-122.6770442,7644154,682725,30-07-2023,1
287,400 BLOCK OF SW MORRISON ST,23-917776,Property,Downtown,30-07-2023,1525,Larceny Offenses,Shoplifting,45.51870587,-122.6770442,7644154,682725,30-07-2023,1
288,2600 BLOCK OF SW ALTA VISTA PL,23-917838,Property,Southwest Hills,30-07-2023,1345,Larceny Offenses,Theft From Motor Vehicle,45.50834355,-122.704637,7636981,679140,30-07-2023,1
289,400 BLOCK OF SW MORRISON ST,23-917892,Property,Downtown,30-07-2023,1714,Larceny Offenses,Shoplifting,45.51870587,-122.6770442,7644154,682725,30-07-2023,1
